Geneid	GSE171968__A08_72H_1	GSE171968__A08_72H_2	GSE171968__A08_72H_3	GSE171968__K09_72H_1	GSE171968__K09_72H_2	GSE171968__K09_72H_3	GSE171968__A08_48H_1	GSE171968__A08_12H_1	GSE171968__A08_48H_2	GSE171968__A08_48H_3	GSE171968__K09_48H_1	GSE171968__K09_48H_2	GSE171968__K09_48H_3	GSE171968__A08_12H_3	CRA014990__RNA seqence for H10 at 72 h Rep1	CRA014990__RNA seqence for H10 at 72 h Rep2	CRA014990__RNA seqence for H10 at 72 h Rep3	CRA014990__RNA seqence for H10 at 96 h Rep1	CRA014990__RNA seqence for H10 at 96 h Rep2	CRA014990__RNA seqence for H10 at 96 h Rep3	GSE174081__15-N-96-1	GSE174081__15-K-96-1	GSE174081__15-N-72-1	GSE174081__15-K-72-1	GSE174081__15-K-72-2	GSE174081__15-N-72-2	GSE174081__15-K-96-2	GSE174081__15-N-96-2	GSE174081__15-K-96-3	GSE174081__15-K-72-3	GSE174081__3-K-96-1	GSE174081__3-N-96-1	GSE174081__3-N-72-1	GSE174081__3-K-72-1	GSE174081__3-N-72-2	GSE174081__3-K-72-2	GSE174081__3-N-96-2	GSE174081__3-K-96-2	GSE174081__3-N-96-3	GSE174081__3-K-96-3	GSE174081__3-K-72-3	GSE174081__3-N-72-3	GSE174081__NIV-N-72-1	GSE174081__NIV-K-72-1	GSE174081__NIV-N-96-1	GSE174081__NIV-K-96-1	GSE174081__NIV-N-72-2	GSE174081__NIV-K-72-2	GSE174081__NIV-K-96-2	GSE174081__NIV-N-96-2	GSE174081__NIV-K-72-3	GSE174081__NIV-N-72-3	GSE174081__NIV-K-96-3	GSE174081__NIV-N-96-3
FGRAMPH1_01G19781	56.14134175	47.22738710	60.74772472	77.40594585	90.62930934	56.21847547	0.00000000	110.80622778	61.48671560	0.00000000	32.00577231	0.00000000	0.00000000	43.69879444	49.86755902	55.65596474	83.38714860	39.43549742	65.25712352	61.93825723	117.06617362	162.78328820	0.00000000	13.67407389	26.68749759	35.13224560	21.29415890	36.32646963	0.00000000	39.36468462	102.59298012	0.00000000	59.80548267	99.91577253	25.03898821	99.31144236	119.79757680	123.73007217	14.18581484	46.26580333	33.45279729	36.40607941	18.37640155	0.00000000	27.36234723	40.03030460	31.52404542	0.00000000	24.59795374	19.75052675	14.70615788	0.00000000	63.72775735	51.31526844
FGRAMPH1_01G19783	11.72777467	12.19756011	19.32542915	15.36396060	17.26510970	12.71783993	0.00000000	90.80793912	18.77259753	0.00000000	0.00000000	28.20813877	0.00000000	11.93734788	9.08166015	13.43585322	14.92427081	8.07954643	15.27986550	10.41223618	14.99032672	33.35104719	23.24344142	18.67696570	27.33867835	15.02169602	11.63399521	14.20811866	133.17000698	23.65744568	13.34555825	28.75141820	16.33726653	11.55995172	27.35994131	17.71705699	7.91166184	16.14317060	7.75037430	18.81533916	21.93219382	18.08213124	25.09971968	35.07147813	14.94933038	17.87486915	45.92816214	0.00000000	13.43901289	0.00000000	32.13864819	0.00000000	34.81745522	14.10958661
FGRAMPH1_01G19785	0.00000000	0.00000000	2.46822143	0.23263993	0.23923036	1.05733243	0.00000000	0.00000000	0.72559384	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.30739703	0.00000000	3.74042623	0.00000000	0.73390975	16.32830233	0.00000000	0.00000000	2.67694266	0.00000000	17.08762457	1.03524756	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.94327066	0.00000000	0.00000000	0.00000000	0.82328303	0.00000000	0.83743465	0.00000000	1.32792160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.45947475	0.00000000	0.00000000	0.00000000	0.00000000	0.13456942
FGRAMPH1_01G19787	0.00000000	0.00000000	0.00000000	0.00000000	0.58802948	0.00000000	0.00000000	0.00000000	1.78351346	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.98063076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.66964314	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.33077234
FGRAMPH1_01G19789	48.27773954	50.21162553	50.58578568	35.22960548	34.32090334	31.30089644	0.00000000	50.62059585	37.17731101	0.00000000	29.24296400	0.00000000	0.00000000	99.81654717	24.85248119	9.46076652	19.70404848	20.26762817	14.90599645	17.41280348	26.32237584	0.00000000	38.87094671	24.98739581	36.57566159	50.24277904	0.00000000	29.28225297	0.00000000	44.95829862	38.38750449	24.04107947	0.00000000	24.34421984	45.75513590	38.88799771	39.69297579	25.49705030	58.32568916	27.65163384	12.22603145	27.21553115	41.97527589	78.20193421	31.25046192	31.65127019	48.00470139	103.20929296	32.10657791	18.04561806	53.74676058	67.21613617	20.79522781	25.74112589
FGRAMPH1_01G19791	164.20917255	180.01871175	158.72888402	159.27065634	144.87229190	150.63003842	0.00000000	59.56429197	217.75704277	0.00000000	0.00000000	222.03316099	43.61631599	446.31848093	108.85058873	101.58227360	119.01827850	74.19543425	82.68669705	107.56890134	161.74809157	21.87618760	137.21611016	194.78953002	197.25697322	192.13909688	137.36103356	161.62138978	196.54006931	281.43637661	182.78030756	169.73208469	128.59462153	176.92734879	174.97739292	202.64596802	134.45657849	183.54099830	274.52291463	249.45149412	107.89603932	233.06353863	167.93112880	345.07023007	169.15039010	277.67059114	192.05314368	364.33323375	124.67135780	127.40361248	237.16046448	276.82181976	210.43640046	230.95433457
FGRAMPH1_01G19793	6.94786548	11.56188746	9.05958881	5.85533609	8.02828148	10.34914929	0.00000000	0.00000000	10.65314760	0.00000000	53.86861789	43.44937837	0.00000000	0.00000000	0.00000000	4.35693195	0.00000000	0.00000000	15.69052258	16.03810847	1.53932022	0.00000000	0.00000000	5.75367667	0.00000000	20.56721949	0.00000000	6.51406051	0.00000000	13.25086696	11.51155275	0.00000000	0.00000000	15.16803171	21.07144416	30.70105082	2.21571635	6.21638610	11.93800655	7.61130877	0.00000000	11.14086071	15.46457533	0.00000000	0.00000000	5.18266412	17.68594262	0.00000000	0.00000000	33.24192800	0.00000000	0.00000000	15.32279944	3.10474106
FGRAMPH1_01G19795	21.80276461	11.66200922	23.78791775	29.09272139	20.01956976	26.17977034	0.00000000	0.00000000	36.15912383	0.00000000	24.14893362	0.00000000	0.00000000	49.45729521	20.52325882	30.27433414	29.28899977	24.17577134	26.37732806	25.16421086	18.28676880	0.00000000	32.09975268	5.15866794	10.06809962	14.98273413	32.13365544	16.13799630	0.00000000	26.73122936	16.21887302	39.70640134	22.56215875	22.46865671	0.00000000	22.93845246	18.87251975	19.66216433	26.75863417	17.58542690	15.14444407	17.48030127	20.79799061	0.00000000	25.80673186	21.49101473	31.71394931	0.00000000	34.46782975	29.80425874	5.54803095	83.26095181	34.34553188	17.08160180
FGRAMPH1_01G19797	5.04426331	0.00000000	3.13209942	2.36170512	2.42860954	2.68344667	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.41485209	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.83577729	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.68305833
FGRAMPH1_01G19799	59.37266862	42.19650971	70.04513253	48.29912964	39.30512810	51.58894118	0.00000000	0.00000000	72.61203851	0.00000000	0.00000000	61.88244798	0.00000000	26.18791389	19.92316353	9.30799099	12.06231357	20.67887103	19.55371943	28.55269311	31.78929494	146.32971421	101.98198937	24.58389121	19.99168106	43.93905982	0.00000000	32.95989948	36.51821065	99.08034614	36.30374970	31.53714173	35.84036701	39.91850242	45.01626708	41.29653132	31.55717229	45.98974534	17.00261539	44.61220490	8.01906767	51.56868100	22.02530426	128.23183988	24.59665544	56.28294714	100.75627915	135.39018096	42.11748060	47.34456413	26.43942020	88.17427752	43.64676204	46.02800007
FGRAMPH1_01G19801	6.19205975	1.28801965	4.61375124	0.43486486	1.34155228	0.65881026	0.00000000	0.00000000	8.13794765	0.00000000	0.00000000	77.44569837	0.00000000	0.00000000	11.33353614	0.00000000	4.31312838	3.69707788	6.99183466	0.00000000	5.48747689	0.00000000	0.00000000	15.38333312	0.00000000	4.58246682	0.00000000	3.36104719	0.00000000	11.80940538	2.93122800	0.00000000	0.00000000	1.76321952	18.77924116	6.08029239	7.89874133	3.07786249	0.00000000	4.17435820	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.08304228	15.76202271	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.77936324
FGRAMPH1_01G19803	29.89358404	31.09104655	17.61459454	28.27776127	24.23236511	29.53374488	0.00000000	0.00000000	57.46175231	0.00000000	47.30056615	114.45514715	0.00000000	16.14535104	25.68266213	33.47490367	40.37037267	23.67656662	24.11048590	35.20656555	26.35688567	0.00000000	0.00000000	20.20858707	36.97576409	23.70311376	15.73506432	23.23049341	22.51417706	24.72485390	20.93796050	0.00000000	66.28882039	21.71516660	64.75791419	22.46479710	23.34672215	24.41135363	15.72365760	17.47935534	54.38299878	23.23340506	47.52657836	0.00000000	10.10953980	23.89147009	23.29431675	41.73532127	20.77298748	14.59441579	16.30040951	190.26396461	40.36359852	25.27920304
FGRAMPH1_01G19805	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.88358108	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G19807	23.26212113	20.41364005	22.34304315	19.65528046	16.79966108	20.10934374	0.00000000	48.78200362	16.71926328	0.00000000	28.18082939	0.00000000	0.00000000	19.23822145	19.95817788	17.09464074	25.31783616	30.38231315	22.57293546	12.58526438	14.49504001	0.00000000	37.45911385	9.02993544	49.93352746	29.58872247	0.00000000	19.19110153	26.82708620	43.32536686	24.94892306	0.00000000	0.00000000	24.84001342	0.00000000	21.41459745	17.38694818	17.52488383	6.24524889	19.29631923	23.56393876	27.68409250	48.54082871	18.84038983	18.06924775	23.38460862	46.26112114	0.00000000	18.56426034	34.78036521	6.47432785	32.38738840	32.06387791	18.60463625
FGRAMPH1_01G19809	0.00000000	0.00000000	0.00000000	2.04570232	0.00000000	12.39676770	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.44789588	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G19811	0.00000000	0.00000000	0.00000000	5.07849177	1.04447194	1.53875963	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	13.60398683	0.00000000	0.00000000	16.33057886	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G19813	25.71242706	29.67307711	27.55678504	36.48643351	36.12099992	28.10649503	0.00000000	118.18177714	29.31786307	0.00000000	40.96339124	66.08054763	0.00000000	93.21499863	50.28577068	69.57610975	61.33628488	39.95740490	45.73767290	50.81617536	52.67463800	43.40464131	54.45021913	39.37749024	38.42624680	31.93158612	63.59234906	38.70100176	25.99706849	31.06882595	28.76231077	56.12769761	89.30080658	22.23268161	37.38790732	32.85739611	29.76657372	27.22479890	27.23410692	26.56487856	39.96104232	40.94732752	35.27924834	27.38621525	52.53058061	34.64849284	13.44894700	0.00000000	34.48062377	16.85213835	31.37007563	15.69266875	36.89780558	34.91333520
FGRAMPH1_01G19815	49.55930588	69.38686491	33.73141175	11.37862995	15.83072901	14.19629849	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.48884891	8.96483925	13.27727998	0.00000000	0.00000000	0.00000000	8.44616258	0.00000000	0.00000000	0.00000000	0.00000000	3.52659889	0.00000000	2.82175893	0.00000000	4.54417212	6.76748954	0.00000000	0.00000000	0.90463183	0.00000000	0.00000000	3.03937742	1.42120655	0.00000000	3.21252451	0.00000000	3.82057934	0.00000000	0.00000000	0.00000000	2.66596720	24.26044049	0.00000000	0.00000000	0.00000000	16.97646336	0.00000000	0.00000000	4.25888444
FGRAMPH1_01G19817	2.59328897	9.44009385	6.03837349	2.73187833	3.27748090	2.75915519	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.13111856	2.25797003	0.00000000	0.00000000	0.00000000	3.59094295	0.00000000	0.00000000	5.36889578	0.00000000	4.79794331	100.32953235	2.77261649	0.00000000	0.00000000	3.06906004	0.00000000	0.00000000	4.30763556	0.00000000	3.18309978	2.06753887	1.93355374	22.27928914	0.00000000	0.00000000	5.19790419	0.00000000	0.00000000	0.00000000	0.60450876	0.00000000	0.00000000	0.00000000	31.01885236	0.00000000	0.00000000	0.00000000	2.10698871
FGRAMPH1_01G19819	7.52053803	2.23479773	7.50483563	7.54518778	10.08661469	4.85808397	0.00000000	0.00000000	5.29495036	0.00000000	0.00000000	0.00000000	0.00000000	14.21629611	1.96644211	9.26366722	6.54811308	6.41467020	7.58205447	15.50003340	4.76056437	0.00000000	0.00000000	8.89702730	17.36420298	16.89561467	27.71006132	9.32178039	0.00000000	15.36756389	15.89334664	0.00000000	19.45619923	6.88342580	0.00000000	6.59356382	10.27862183	5.47379857	9.22999121	7.24278253	8.70641633	5.38354362	23.91318748	0.00000000	0.00000000	7.51318030	0.00000000	0.00000000	6.85913255	25.70133481	4.78427604	0.00000000	2.96174457	5.01914810
FGRAMPH1_01G19821	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.12898501	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.76726501	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G19823	14.19317225	18.97934834	17.94048125	23.49549282	26.35755649	18.33688555	0.00000000	0.00000000	7.77227190	0.00000000	78.60241140	0.00000000	0.00000000	107.31909810	48.24530777	38.14451209	31.77760759	21.18570610	45.78966230	52.65452524	17.96879687	0.00000000	0.00000000	37.77965635	57.34868508	18.75666565	52.29594905	55.02890988	187.06632414	31.41938614	7.19875113	0.00000000	36.71880737	9.62279932	0.00000000	7.46624139	8.08265810	11.59026454	34.83869233	9.39742158	41.07806726	22.35226199	22.56514014	0.00000000	25.19951464	17.96042937	0.00000000	69.35428388	4.31497718	0.00000000	18.05829681	0.00000000	11.17913391	16.67968176
FGRAMPH1_01G19825	184.40820709	157.14827641	165.10638382	186.74339745	166.68690566	171.51932452	0.00000000	0.00000000	37.78722961	0.00000000	115.30363321	74.40133247	0.00000000	78.71439122	39.19686631	59.68537270	43.50759697	56.82795074	43.66042105	20.59735982	4.94228054	0.00000000	30.65326334	34.48344472	48.07203845	24.21282323	15.34281918	73.67820887	0.00000000	21.27221512	32.38402712	56.87570815	21.54545552	21.17384892	45.10258782	16.06351455	14.22795807	15.52358163	20.44226242	16.79298676	72.31000142	64.38573645	13.24052327	15.41732763	49.28764128	41.04515948	52.99847905	162.77975736	17.72326197	42.69181454	68.87430939	26.50300671	36.07762677	51.59382546
FGRAMPH1_01G19827	48.10118408	51.29452928	59.54523656	69.48662565	57.16408228	56.68418989	0.00000000	40.85911687	30.67503134	0.00000000	212.43478016	399.80676768	0.00000000	596.20550965	206.17248227	217.63708859	234.32477276	92.70268595	125.47221252	98.38490289	5.39592919	75.03167387	0.00000000	0.00000000	49.20425525	4.50601742	15.70418097	72.75952018	0.00000000	13.06393741	4.32348939	58.21527341	0.00000000	8.38005114	0.00000000	5.97885473	3.88348322	8.62556616	0.00000000	11.28797253	14.80261658	15.86534003	0.00000000	0.00000000	0.00000000	8.51592075	0.00000000	0.00000000	5.18305404	0.00000000	32.53683311	0.00000000	0.00000000	24.48754064
FGRAMPH1_01G19829	1.88871960	3.92875399	1.75912433	6.96379488	3.06903055	2.00952170	0.00000000	0.00000000	37.23389748	0.00000000	36.60934229	29.52838271	0.00000000	0.00000000	6.91397456	10.36346333	32.89006570	2.81923291	2.66583650	32.69870060	4.70757863	0.00000000	0.00000000	7.82044637	11.44729135	8.73598126	0.00000000	25.31923774	0.00000000	9.00534566	10.05852897	0.00000000	0.00000000	9.41188865	0.00000000	2.31828500	10.54067193	14.55168413	0.00000000	6.36637277	7.65290020	9.46422052	73.56853910	0.00000000	7.82450683	29.49809525	12.01944198	0.00000000	52.25260036	0.00000000	126.16070371	84.14805480	57.27391891	54.09260569
FGRAMPH1_01G19831	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.27633515	0.00000000	0.00000000	0.00000000	0.00000000	4.26335353	0.00000000	3.12699098	0.00000000	0.00000000	1.36355175	36.72012603	0.00000000	10.38940673	0.00000000	8.48531055	12.86020698	12.31316465	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	9.54633424	0.53715402	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.35248835	4.91459518
FGRAMPH1_01G19833	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G19835	0.84876113	1.17701385	0.26350768	0.59608016	0.81728857	0.30101591	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.77416335	0.00000000	0.00000000	0.79865690	0.00000000	1.25363699	0.00000000	0.00000000	1.17146221	1.14316316	0.00000000	0.00000000	1.07032975	0.00000000	0.00000000	0.00000000	9.01677513	0.00000000	3.35679046	0.00000000	0.69453408	1.80450041	3.79701285	0.00000000	0.11920619	2.29272934	0.00000000	0.00000000	0.00000000	0.00000000	0.52760135	0.00000000	0.00000000	1.20417968	0.00000000	0.00000000	0.00000000	6.23951660	2.29866415
FGRAMPH1_01G19837	31.98166944	45.45912644	31.77304981	47.54148921	33.87534752	45.93673392	0.00000000	0.00000000	14.01069338	0.00000000	0.00000000	66.66717334	0.00000000	28.21275259	35.12227798	31.75432321	14.85139049	66.83325843	45.14058204	49.21660091	45.46615033	0.00000000	0.00000000	48.55529716	55.99731695	57.19816185	0.00000000	46.81841086	157.36713453	33.03894213	50.46547181	33.97558053	77.22305881	35.92181064	64.66254171	26.17033064	23.79801189	31.52905222	73.26900242	35.93390818	25.91729604	51.28241552	11.86414585	27.62933457	88.32819564	57.65268592	13.56833914	72.92924696	68.06098024	0.00000000	94.94568423	47.49593815	29.38844480	50.45301218
FGRAMPH1_01G19839	11.30452282	9.34558895	8.90903403	10.38190343	12.56001290	12.64435556	0.00000000	0.00000000	12.06340009	0.00000000	11.23678481	18.12674370	0.00000000	30.68408691	5.83593718	9.54281066	7.06663920	6.92262936	9.00070096	20.07292343	10.75672370	28.57548262	14.93639508	12.00194642	8.19841048	15.01584782	0.00000000	13.08746425	21.39399026	13.82039733	15.43670529	18.47585879	10.49843967	11.14275654	21.97710773	12.09667140	16.63883422	11.59838666	24.90221876	10.99169651	23.48963061	15.68659732	22.58095314	0.00000000	12.00817796	12.97300368	14.75687620	0.00000000	6.16857284	27.73654913	18.07095153	0.00000000	12.78510619	11.24533244
FGRAMPH1_01G19841	84.08208087	57.82997069	108.62736947	65.24113594	73.45548530	67.81641608	0.00000000	182.01285284	99.51420359	0.00000000	52.57341615	84.80938772	0.00000000	0.00000000	136.52266157	167.96091715	146.42010230	246.96480258	172.27422128	242.61363759	106.66395650	0.00000000	69.88274026	117.92207490	109.59374012	130.47259621	34.97827412	126.47956180	100.09581672	45.26293408	120.37255981	0.00000000	0.00000000	86.88914529	185.08327513	33.29209275	23.78686528	90.66676506	81.55680761	122.28132229	65.94039911	24.46423429	211.29849263	70.29627419	157.31106842	165.01899938	86.30353419	463.87783313	282.83614347	162.21334266	410.66343161	241.68424920	351.42798650	198.88419082
FGRAMPH1_01G19843	16.80120197	7.48894983	3.72580492	12.64220292	10.68917023	8.08667293	0.00000000	0.00000000	7.88609627	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.39311536	7.52560973	13.93215549	2.38844103	29.36029604	0.00000000	2.65882584	19.71818844	0.00000000	6.62544586	6.46539473	4.44064966	0.00000000	8.61961542	88.57608540	3.81464352	2.84051302	0.00000000	0.00000000	3.79700399	0.00000000	5.89212086	7.65429285	3.18145013	0.00000000	4.71936628	12.96700305	3.20721748	0.00000000	20.73536134	0.00000000	3.35695290	0.00000000	0.00000000	3.40524311	0.00000000	7.12551750	0.00000000	13.23332679	5.03772035
FGRAMPH1_01G19845	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.15314819	0.00000000	0.00000000	8.29686570	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FGRAMPH1_01G19847	5.94010902	6.48695774	5.25589972	9.69921428	13.29864267	9.32205479	0.00000000	19.93079947	8.78267256	0.00000000	34.54141391	9.28681065	0.00000000	15.72026999	9.24152487	13.96867006	12.41289028	8.86661570	20.12202489	11.99787171	8.55431713	21.95996429	0.00000000	12.29782974	7.20045037	7.14351517	7.66039273	8.89121966	10.96070755	12.74499973	5.97541142	0.00000000	32.27177134	6.34303239	4.50378163	7.29111174	7.57734687	6.42196230	10.20645271	7.63359028	19.25497533	7.14369694	9.91613148	0.00000000	14.76505788	7.89261568	22.68101497	0.00000000	1.26412926	21.31525254	18.51645369	0.00000000	16.37537087	7.11865148
FGRAMPH1_01G19849	46.90644851	41.18248389	44.25531937	57.75568993	50.59305149	39.21230902	0.00000000	40.87917534	50.70536652	6.69765497	94.46180810	57.14329143	0.00000000	112.85101037	14.49490837	14.32525859	10.60813606	18.18592066	8.59820610	7.03094299	20.58207918	15.01370165	31.39062707	30.26823719	27.07562578	61.98815570	0.00000000	19.68928354	67.44305766	101.65828347	32.44208902	58.24385233	110.31865544	35.27131508	101.61256555	50.84521382	38.85389696	27.40340193	10.46700035	41.58066518	24.68313909	28.08322755	54.23609531	126.30552948	25.23662732	53.39263524	116.30004976	0.00000000	20.74239398	58.29168720	97.65841807	27.14053608	26.86943525	30.93379042
FGRAMPH1_01G19851	66.92433838	78.30580575	77.91537214	88.61568711	73.00154691	83.07227254	0.00000000	187.12557342	114.52561163	0.00000000	216.20079000	43.59583695	0.00000000	0.00000000	79.11062912	65.57427359	41.27518469	4.16232813	47.23023595	32.18433902	64.09712119	240.53974369	0.00000000	63.50378191	84.50416197	72.22791519	107.88242973	54.81081777	102.90749697	79.77319682	80.85249018	0.00000000	0.00000000	57.56812660	63.42741451	68.45452780	57.80281153	72.07593136	35.93474107	61.68317777	56.49388126	75.45429564	124.13362488	72.27088864	46.20854819	68.90177257	70.98223261	0.00000000	77.14597401	66.70795889	49.67046132	124.23656630	69.18502197	79.57936556
FGRAMPH1_01G19853	1663.73060591	1626.89790432	1840.43975730	1335.34699649	1372.17791304	1336.42815790	0.00000000	370.91706091	1549.72622739	0.00000000	1714.19780043	1296.22365976	67.90156988	1243.37182252	1750.22107417	1529.43352135	1583.35999338	1196.32170513	1185.84007403	1355.64880116	2029.77370342	1089.81417442	1139.29099927	1521.95640103	1552.19151855	1401.01013342	1639.46053195	1615.81101733	1325.87944309	1449.47957852	1527.41786700	1409.26773216	1701.65911764	1695.91872228	1843.96254811	1621.48804093	1678.97510389	1959.62226552	1899.44585329	1682.63126052	1836.49151644	1805.84915761	2060.71493644	1647.42214963	1396.80516768	1881.13970823	1442.17242100	3025.02070249	1999.68920125	1652.84196590	1722.97869739	1970.07650792	1904.68539808	2321.20411652
FGRAMPH1_01G19855	0.00000000	0.00000000	0.00000000	0.00000000	0.25840742	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.15281675	0.00000000	0.00000000	14.81555151	0.00000000	13.23999928	18.45739378	5.00262817	0.00000000	11.94221012	6.77529518	0.00000000	25.91915815	8.49070528	10.85167223	5.27028804	5.70540572	3.55711444	0.00000000	9.04564644	5.79925655	7.17184877	7.96416711	18.54702736	0.00000000	6.67260534	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	11.83673002	3.34320419
